phasespace_timestamp,system_timestamp,id,marker_time,condition,position.x,position.y,position.z
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,9,104843,Great,0.42191,0.78555,-0.36138
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,10,104843,Great,0.38872,0.79839,-0.35615
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,11,104843,Great,0.38488,0.82086,-0.28869
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,12,104843,Great,0.43112,0.81140,-0.31187
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,13,104843,Great,0.42589,0.79792,-0.28293
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,14,104843,Great,0.41819,0.78364,-0.26757
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,15,104843,Great,0.40679,0.77043,-0.25333
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,0,104844,Normal,0.47053,0.78428,-0.30855
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,1,104844,Great,0.47305,0.77239,-0.28770
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,2,104844,Great,0.45816,0.76059,-0.27314
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,3,104844,Great,0.43908,0.75433,-0.25649
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,4,104844,Great,0.50421,0.76055,-0.31621
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,5,104844,Great,0.50618,0.75206,-0.29034
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,6,104844,Great,0.49004,0.73267,-0.28654
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,7,104844,Great,0.46608,0.73515,-0.26487
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,8,104844,Great,0.44224,0.77379,-0.36298
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,9,104844,Great,0.42190,0.78552,-0.36138
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,10,104844,Great,0.38872,0.79835,-0.35616
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,11,104844,Great,0.38490,0.82085,-0.28869
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,12,104844,Great,0.43114,0.81137,-0.31188
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,13,104844,Great,0.42593,0.79798,-0.28294
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,14,104844,Great,0.41821,0.78363,-0.26758
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,15,104844,Great,0.40679,0.77041,-0.25333
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,0,104845,Normal,0.47052,0.78414,-0.30862
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,1,104845,Great,0.47304,0.77237,-0.28771
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,2,104845,Great,0.45803,0.76046,-0.27322
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,3,104845,Great,0.43907,0.75428,-0.25651
2022.08.03 04:57.28.165,2022.08.03 06:57.28.166,4,104845,Great,0.50427,0.76055,-0.31619
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,5,104845,Great,0.50619,0.75203,-0.29034
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,6,104845,Great,0.49002,0.73261,-0.28654
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,7,104845,Great,0.46609,0.73511,-0.26487
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,8,104845,Great,0.44221,0.77378,-0.36298
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,9,104845,Great,0.42190,0.78548,-0.36140
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,10,104845,Great,0.38872,0.79834,-0.35616
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,11,104845,Great,0.38492,0.82083,-0.28870
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,12,104845,Great,0.43115,0.81132,-0.31191
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,14,104845,Great,0.41820,0.78359,-0.26758
2022.08.03 04:57.28.165,2022.08.03 06:57.28.167,15,104845,Great,0.40677,0.77037,-0.25333
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,0,104846,Normal,0.47047,0.78422,-0.30844
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,1,104846,Great,0.47305,0.77232,-0.28769
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,2,104846,Great,0.45802,0.76043,-0.27324
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,3,104846,Great,0.43913,0.75429,-0.25648
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,4,104846,Great,0.50422,0.76047,-0.31620
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,5,104846,Great,0.50618,0.75199,-0.29034
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,6,104846,Great,0.49005,0.73263,-0.28651
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,7,104846,Great,0.46611,0.73511,-0.26485
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,8,104846,Great,0.44224,0.77372,-0.36300
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,9,104846,Great,0.42190,0.78546,-0.36140
2022.08.03 04:57.28.172,2022.08.03 06:57.28.171,10,104846,Great,0.38872,0.79830,-0.35618
2022.08.03 04:57.28.172,2022.08.03 06:57.28.172,11,104846,Great,0.38491,0.82081,-0.28870
2022.08.03 04:57.28.172,2022.08.03 06:57.28.172,12,104846,Great,0.43116,0.81131,-0.31190
2022.08.03 04:57.28.172,2022.08.03 06:57.28.172,14,104846,Great,0.41822,0.78359,-0.26757
2022.08.03 04:57.28.172,2022.08.03 06:57.28.172,15,104846,Great,0.40679,0.77035,-0.25334
2022.08.03 04:57.28.182,2022.08.03 06:57.28.181,0,104847,Normal,0.47044,0.78416,-0.30843
2022.08.03 04:57.28.182,2022.08.03 06:57.28.181,1,104847,Great,0.47305,0.77229,-0.28769
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,2,104847,Great,0.45804,0.76040,-0.27324
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,3,104847,Great,0.43913,0.75422,-0.25654
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,4,104847,Great,0.50420,0.76041,-0.31622
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,5,104847,Great,0.50618,0.75195,-0.29034
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,6,104847,Great,0.49001,0.73256,-0.28654
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,7,104847,Great,0.46608,0.73507,-0.26486
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,8,104847,Great,0.44222,0.77369,-0.36300
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,9,104847,Great,0.42190,0.78543,-0.36140
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,10,104847,Great,0.38873,0.79827,-0.35617
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,11,104847,Great,0.38492,0.82080,-0.28872
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,12,104847,Great,0.43117,0.81128,-0.31191
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,14,104847,Great,0.41820,0.78356,-0.26758
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,15,104847,Great,0.40676,0.77032,-0.25334
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,0,104848,Normal,0.47050,0.78412,-0.30849
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,1,104848,Great,0.47305,0.77225,-0.28770
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,2,104848,Great,0.45806,0.76037,-0.27324
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,3,104848,Great,0.43912,0.75418,-0.25654
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,4,104848,Great,0.50420,0.76035,-0.31622
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,5,104848,Great,0.50615,0.75190,-0.29033
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,6,104848,Great,0.49000,0.73252,-0.28654
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,7,104848,Great,0.46607,0.73505,-0.26487
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,8,104848,Great,0.44223,0.77366,-0.36300
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,9,104848,Great,0.42190,0.78538,-0.36141
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,10,104848,Great,0.38873,0.79825,-0.35618
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,11,104848,Great,0.38494,0.82079,-0.28872
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,12,104848,Great,0.43116,0.81125,-0.31192
2022.08.03 04:57.28.182,2022.08.03 06:57.28.182,14,104848,Great,0.41818,0.78354,-0.26757
2022.08.03 04:57.28.182,2022.08.03 06:57.28.183,15,104848,Great,0.40675,0.77030,-0.25336
2022.08.03 04:57.28.189,2022.08.03 06:57.28.188,0,104849,Normal,0.47047,0.78408,-0.30845
2022.08.03 04:57.28.189,2022.08.03 06:57.28.188,1,104849,Great,0.47307,0.77224,-0.28772
2022.08.03 04:57.28.189,2022.08.03 06:57.28.188,2,104849,Great,0.45805,0.76036,-0.27324
2022.08.03 04:57.28.189,2022.08.03 06:57.28.188,3,104849,Great,0.43917,0.75421,-0.25651
2022.08.03 04:57.28.189,2022.08.03 06:57.28.188,4,104849,Great,0.50428,0.76040,-0.31621
2022.08.03 04:57.28.189,2022.08.03 06:57.28.188,5,104849,Great,0.50615,0.75189,-0.29034
2022.08.03 04:57.28.189,2022.08.03 06:57.28.188,6,104849,Great,0.49005,0.73255,-0.28651
2022.08.03 04:57.28.189,2022.08.03 06:57.28.188,7,104849,Great,0.46597,0.73509,-0.26500
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,8,104849,Great,0.44223,0.77362,-0.36300
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,9,104849,Great,0.42191,0.78535,-0.36139
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,10,104849,Great,0.38874,0.79824,-0.35617
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,11,104849,Great,0.38494,0.82076,-0.28872
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,12,104849,Great,0.43118,0.81123,-0.31192
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,14,104849,Great,0.41821,0.78351,-0.26759
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,15,104849,Great,0.40677,0.77028,-0.25335
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,0,104850,Normal,0.47048,0.78404,-0.30849
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,1,104850,Great,0.47305,0.77221,-0.28772
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,2,104850,Great,0.45807,0.76033,-0.27323
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,3,104850,Great,0.43913,0.75417,-0.25654
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,4,104850,Great,0.50423,0.76031,-0.31622
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,5,104850,Great,0.50616,0.75186,-0.29035
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,6,104850,Great,0.49002,0.73249,-0.28652
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,7,104850,Great,0.46603,0.73503,-0.26491
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,8,104850,Great,0.44223,0.77359,-0.36299
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,9,104850,Great,0.42192,0.78533,-0.36139
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,10,104850,Great,0.38874,0.79821,-0.35618
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,11,104850,Great,0.38497,0.82085,-0.28861
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,12,104850,Great,0.43117,0.81120,-0.31193
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,14,104850,Great,0.41827,0.78355,-0.26758
2022.08.03 04:57.28.189,2022.08.03 06:57.28.189,15,104850,Great,0.40679,0.77029,-0.25333
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,0,104851,Normal,0.47046,0.78400,-0.30848
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,1,104851,Great,0.47307,0.77219,-0.28770
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,2,104851,Great,0.45806,0.76030,-0.27324
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,3,104851,Great,0.43916,0.75418,-0.25650
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,4,104851,Great,0.50427,0.76032,-0.31622
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,5,104851,Great,0.50618,0.75184,-0.29036
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,6,104851,Great,0.49005,0.73249,-0.28651
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,7,104851,Great,0.46608,0.73500,-0.26486
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,8,104851,Great,0.44221,0.77357,-0.36298
2022.08.03 04:57.28.198,2022.08.03 06:57.28.197,9,104851,Great,0.42192,0.78530,-0.36139
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,10,104851,Great,0.38874,0.79819,-0.35617
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,11,104851,Great,0.38499,0.82082,-0.28864
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,12,104851,Great,0.43132,0.81127,-0.31185
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,14,104851,Great,0.41823,0.78351,-0.26759
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,15,104851,Great,0.40678,0.77027,-0.25333
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,0,104852,Normal,0.47048,0.78400,-0.30849
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,1,104852,Great,0.47306,0.77216,-0.28772
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,2,104852,Great,0.45807,0.76028,-0.27324
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,3,104852,Great,0.43912,0.75414,-0.25650
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,4,104852,Great,0.50427,0.76027,-0.31624
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,5,104852,Great,0.50617,0.75180,-0.29036
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,6,104852,Great,0.49004,0.73248,-0.28651
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,7,104852,Great,0.46609,0.73496,-0.26485
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,8,104852,Great,0.44222,0.77354,-0.36299
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,9,104852,Great,0.42192,0.78529,-0.36137
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,10,104852,Great,0.38874,0.79817,-0.35618
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,11,104852,Great,0.38499,0.82084,-0.28859
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,12,104852,Great,0.43118,0.81117,-0.31193
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,14,104852,Great,0.41822,0.78350,-0.26759
2022.08.03 04:57.28.198,2022.08.03 06:57.28.198,15,104852,Great,0.40680,0.77026,-0.25334
2022.08.03 04:57.28.205,2022.08.03 06:57.28.204,0,104853,Normal,0.47044,0.78386,-0.30856
2022.08.03 04:57.28.205,2022.08.03 06:57.28.204,1,104853,Great,0.47307,0.77213,-0.28772
2022.08.03 04:57.28.205,2022.08.03 06:57.28.204,2,104853,Great,0.45804,0.76026,-0.27324
2022.08.03 04:57.28.205,2022.08.03 06:57.28.204,3,104853,Great,0.43910,0.75411,-0.25651
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,4,104853,Great,0.50425,0.76023,-0.31626
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,5,104853,Great,0.50618,0.75179,-0.29035
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,6,104853,Great,0.48999,0.73242,-0.28652
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,7,104853,Great,0.46608,0.73494,-0.26484
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,8,104853,Great,0.44222,0.77353,-0.36298
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,9,104853,Great,0.42192,0.78526,-0.36139
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,10,104853,Great,0.38875,0.79816,-0.35616
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,11,104853,Great,0.38498,0.82071,-0.28871
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,12,104853,Great,0.43131,0.81122,-0.31186
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,14,104853,Great,0.41822,0.78348,-0.26758
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,15,104853,Great,0.40678,0.77023,-0.25335
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,0,104854,Normal,0.47047,0.78390,-0.30853
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,1,104854,Great,0.47306,0.77211,-0.28774
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,2,104854,Great,0.45804,0.76023,-0.27324
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,3,104854,Great,0.43914,0.75413,-0.25649
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,4,104854,Great,0.50418,0.76013,-0.31630
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,5,104854,Great,0.50617,0.75176,-0.29036
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,6,104854,Great,0.49002,0.73241,-0.28652
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,7,104854,Great,0.46608,0.73493,-0.26483
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,8,104854,Great,0.44223,0.77350,-0.36298
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,9,104854,Great,0.42191,0.78525,-0.36137
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,10,104854,Great,0.38874,0.79814,-0.35619
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,11,104854,Great,0.38500,0.82068,-0.28875
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,12,104854,Great,0.43119,0.81112,-0.31194
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,14,104854,Great,0.41826,0.78349,-0.26758
2022.08.03 04:57.28.205,2022.08.03 06:57.28.205,15,104854,Great,0.40678,0.77023,-0.25335
2022.08.03 04:57.28.211,2022.08.03 06:57.28.210,0,104855,Normal,0.47037,0.78391,-0.30843
2022.08.03 04:57.28.211,2022.08.03 06:57.28.210,1,104855,Great,0.47305,0.77208,-0.28774
2022.08.03 04:57.28.211,2022.08.03 06:57.28.210,2,104855,Great,0.45813,0.76032,-0.27316
2022.08.03 04:57.28.211,2022.08.03 06:57.28.210,3,104855,Great,0.43910,0.75408,-0.25652
2022.08.03 04:57.28.211,2022.08.03 06:57.28.210,4,104855,Great,0.50416,0.76008,-0.31631
2022.08.03 04:57.28.211,2022.08.03 06:57.28.210,5,104855,Great,0.50615,0.75173,-0.29037
2022.08.03 04:57.28.211,2022.08.03 06:57.28.210,6,104855,Great,0.48999,0.73236,-0.28652
2022.08.03 04:57.28.211,2022.08.03 06:57.28.210,7,104855,Great,0.46605,0.73490,-0.26484
2022.08.03 04:57.28.211,2022.08.03 06:57.28.211,8,104855,Great,0.44223,0.77347,-0.36297
2022.08.03 04:57.28.211,2022.08.03 06:57.28.211,9,104855,Great,0.42191,0.78523,-0.36138
2022.08.03 04:57.28.211,2022.08.03 06:57.28.211,10,104855,Great,0.38874,0.79813,-0.35619
2022.08.03 04:57.28.211,2022.08.03 06:57.28.211,11,104855,Great,0.38498,0.82066,-0.28874
2022.08.03 04:57.28.211,2022.08.03 06:57.28.211,12,104855,Great,0.43121,0.81112,-0.31193
2022.08.03 04:57.28.211,2022.08.03 06:57.28.211,14,104855,Great,0.41822,0.78344,-0.26759
2022.08.03 04:57.28.211,2022.08.03 06:57.28.211,15,104855,Great,0.40676,0.77021,-0.25334
2022.08.03 04:57.28.220,2022.08.03 06:57.28.219,0,104856,Normal,0.47044,0.78387,-0.30852
2022.08.03 04:57.28.220,2022.08.03 06:57.28.219,1,104856,Great,0.47306,0.77204,-0.28773
2022.08.03 04:57.28.220,2022.08.03 06:57.28.219,2,104856,Great,0.45804,0.76019,-0.27323
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,3,104856,Great,0.43910,0.75406,-0.25652
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,4,104856,Great,0.50414,0.76004,-0.31633
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,5,104856,Great,0.50614,0.75169,-0.29036
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,6,104856,Great,0.48996,0.73232,-0.28655
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,7,104856,Great,0.46603,0.73488,-0.26483
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,8,104856,Great,0.44220,0.77348,-0.36296
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,9,104856,Great,0.42191,0.78522,-0.36140
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,10,104856,Great,0.38874,0.79813,-0.35618
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,11,104856,Great,0.38500,0.82067,-0.28874
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,12,104856,Great,0.43123,0.81110,-0.31193
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,14,104856,Great,0.41819,0.78341,-0.26758
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,15,104856,Great,0.40674,0.77020,-0.25334
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,0,104857,Normal,0.47043,0.78388,-0.30845
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,1,104857,Great,0.47306,0.77202,-0.28772
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,2,104857,Great,0.45802,0.76016,-0.27324
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,3,104857,Great,0.43910,0.75405,-0.25652
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,4,104857,Great,0.50419,0.76001,-0.31634
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,5,104857,Great,0.50616,0.75167,-0.29035
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,6,104857,Great,0.48995,0.73229,-0.28654
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,7,104857,Great,0.46602,0.73486,-0.26482
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,8,104857,Great,0.44221,0.77345,-0.36297
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,9,104857,Great,0.42190,0.78521,-0.36139
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,10,104857,Great,0.38874,0.79812,-0.35616
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,11,104857,Great,0.38501,0.82067,-0.28873
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,12,104857,Great,0.43128,0.81112,-0.31189
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,14,104857,Great,0.41820,0.78341,-0.26757
2022.08.03 04:57.28.220,2022.08.03 06:57.28.220,15,104857,Great,0.40674,0.77018,-0.25335
2022.08.03 04:57.28.225,2022.08.03 06:57.28.224,0,104858,Normal,0.47049,0.78387,-0.30849
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,1,104858,Great,0.47304,0.77198,-0.28771
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,2,104858,Great,0.45803,0.76015,-0.27323
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,3,104858,Great,0.43904,0.75403,-0.25652
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,4,104858,Great,0.50413,0.75997,-0.31635
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,5,104858,Great,0.50614,0.75164,-0.29035
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,6,104858,Great,0.48991,0.73224,-0.28653
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,7,104858,Great,0.46601,0.73484,-0.26482
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,8,104858,Great,0.44221,0.77344,-0.36297
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,9,104858,Great,0.42189,0.78520,-0.36139
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,10,104858,Great,0.38874,0.79811,-0.35617
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,11,104858,Great,0.38499,0.82066,-0.28871
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,12,104858,Great,0.43120,0.81106,-0.31192
2022.08.03 04:57.28.225,2022.08.03 06:57.28.225,14,104858,Great,0.41823,0.78343,-0.26756
