phasespace_timestamp,system_timestamp,id,marker_time,condition,position.x,position.y,position.z
2022.08.03 04:56.54.521,2022.08.03 06:56.54.521,5,96769,Great,0.48162,0.73143,-0.31963
2022.08.03 04:56.54.521,2022.08.03 06:56.54.521,6,96769,Great,0.47845,0.72686,-0.30214
2022.08.03 04:56.54.521,2022.08.03 06:56.54.522,7,96769,Great,0.46390,0.73525,-0.27193
2022.08.03 04:56.54.521,2022.08.03 06:56.54.522,8,96769,Great,0.45042,0.83176,-0.34659
2022.08.03 04:56.54.521,2022.08.03 06:56.54.522,9,96769,Great,0.42769,0.83001,-0.34653
2022.08.03 04:56.54.521,2022.08.03 06:56.54.522,10,96769,Great,0.39435,0.82626,-0.34641
2022.08.03 04:56.54.521,2022.08.03 06:56.54.522,11,96769,Great,0.38468,0.82532,-0.28146
2022.08.03 04:56.54.521,2022.08.03 06:56.54.522,12,96769,Great,0.43411,0.81927,-0.30258
2022.08.03 04:56.54.521,2022.08.03 06:56.54.522,13,96769,Great,0.42828,0.80173,-0.27731
2022.08.03 04:56.54.521,2022.08.03 06:56.54.522,14,96769,Great,0.42054,0.78793,-0.26312
2022.08.03 04:56.54.526,2022.08.03 06:56.54.526,1,96770,Great,0.46836,0.76352,-0.29905
2022.08.03 04:56.54.526,2022.08.03 06:56.54.526,3,96770,Great,0.44103,0.75684,-0.25614
2022.08.03 04:56.54.526,2022.08.03 06:56.54.526,4,96770,Great,0.49122,0.74938,-0.32304
2022.08.03 04:56.54.526,2022.08.03 06:56.54.526,5,96770,Great,0.48162,0.73144,-0.31963
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,6,96770,Great,0.47843,0.72685,-0.30214
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,7,96770,Great,0.46389,0.73525,-0.27194
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,8,96770,Great,0.45042,0.83178,-0.34658
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,9,96770,Great,0.42774,0.83005,-0.34649
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,10,96770,Great,0.39435,0.82627,-0.34642
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,11,96770,Great,0.38468,0.82535,-0.28143
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,12,96770,Great,0.43406,0.81925,-0.30260
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,13,96770,Great,0.42826,0.80172,-0.27731
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,14,96770,Great,0.42053,0.78795,-0.26310
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,1,96771,Great,0.46835,0.76352,-0.29905
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,3,96771,Great,0.44106,0.75687,-0.25613
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,4,96771,Great,0.49123,0.74940,-0.32302
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,5,96771,Great,0.48162,0.73145,-0.31962
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,6,96771,Great,0.47845,0.72688,-0.30215
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,7,96771,Great,0.46388,0.73525,-0.27194
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,8,96771,Great,0.45042,0.83180,-0.34658
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,9,96771,Great,0.42773,0.83005,-0.34651
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,10,96771,Great,0.39434,0.82628,-0.34640
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,11,96771,Great,0.38468,0.82532,-0.28145
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,12,96771,Great,0.43407,0.81927,-0.30259
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,13,96771,Great,0.42825,0.80172,-0.27732
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,14,96771,Great,0.42052,0.78795,-0.26311
2022.08.03 04:56.54.526,2022.08.03 06:56.54.527,15,96771,Great,0.40846,0.77407,-0.24882
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,1,96772,Great,0.46834,0.76352,-0.29905
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,3,96772,Great,0.44102,0.75685,-0.25616
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,4,96772,Great,0.49123,0.74941,-0.32303
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,5,96772,Great,0.48161,0.73145,-0.31963
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,6,96772,Great,0.47845,0.72688,-0.30217
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,7,96772,Great,0.46388,0.73525,-0.27195
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,8,96772,Great,0.45041,0.83180,-0.34658
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,9,96772,Great,0.42772,0.83007,-0.34650
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,10,96772,Great,0.39434,0.82630,-0.34640
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,11,96772,Great,0.38465,0.82532,-0.28145
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,12,96772,Great,0.43407,0.81929,-0.30258
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,13,96772,Great,0.42825,0.80173,-0.27732
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,14,96772,Great,0.42053,0.78797,-0.26310
2022.08.03 04:56.54.533,2022.08.03 06:56.54.533,15,96772,Great,0.40849,0.77407,-0.24881
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,1,96773,Great,0.46834,0.76354,-0.29905
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,3,96773,Great,0.44101,0.75685,-0.25618
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,4,96773,Great,0.49122,0.74941,-0.32304
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,5,96773,Great,0.48159,0.73145,-0.31963
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,6,96773,Great,0.47842,0.72687,-0.30217
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,7,96773,Great,0.46384,0.73522,-0.27195
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,8,96773,Great,0.45039,0.83184,-0.34656
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,9,96773,Great,0.42774,0.83007,-0.34651
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,10,96773,Great,0.39433,0.82630,-0.34639
2022.08.03 04:56.54.543,2022.08.03 06:56.54.543,11,96773,Great,0.38466,0.82533,-0.28145
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,12,96773,Great,0.43407,0.81929,-0.30257
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,13,96773,Great,0.42826,0.80175,-0.27730
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,14,96773,Great,0.42052,0.78798,-0.26310
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,15,96773,Great,0.40845,0.77408,-0.24883
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,1,96774,Great,0.46834,0.76354,-0.29905
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,3,96774,Great,0.44102,0.75686,-0.25616
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,4,96774,Great,0.49122,0.74942,-0.32305
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,5,96774,Great,0.48159,0.73146,-0.31964
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,6,96774,Great,0.47839,0.72688,-0.30216
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,7,96774,Great,0.46388,0.73526,-0.27194
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,8,96774,Great,0.45039,0.83183,-0.34657
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,9,96774,Great,0.42771,0.83010,-0.34649
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,10,96774,Great,0.39432,0.82632,-0.34640
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,11,96774,Great,0.38463,0.82535,-0.28141
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,12,96774,Great,0.43406,0.81930,-0.30257
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,13,96774,Great,0.42824,0.80175,-0.27730
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,14,96774,Great,0.42051,0.78795,-0.26311
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,15,96774,Great,0.40846,0.77407,-0.24882
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,1,96775,Great,0.46834,0.76354,-0.29906
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,3,96775,Great,0.44102,0.75685,-0.25616
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,4,96775,Great,0.49122,0.74942,-0.32306
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,5,96775,Great,0.48159,0.73146,-0.31965
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,6,96775,Great,0.47838,0.72687,-0.30217
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,7,96775,Great,0.46387,0.73526,-0.27196
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,8,96775,Great,0.45037,0.83184,-0.34657
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,9,96775,Great,0.42771,0.83010,-0.34650
2022.08.03 04:56.54.543,2022.08.03 06:56.54.544,10,96775,Great,0.39432,0.82633,-0.34639
2022.08.03 04:56.54.543,2022.08.03 06:56.54.545,11,96775,Great,0.38465,0.82535,-0.28145
2022.08.03 04:56.54.543,2022.08.03 06:56.54.545,12,96775,Great,0.43406,0.81931,-0.30256
2022.08.03 04:56.54.543,2022.08.03 06:56.54.545,13,96775,Great,0.42823,0.80175,-0.27731
2022.08.03 04:56.54.543,2022.08.03 06:56.54.545,14,96775,Great,0.42050,0.78795,-0.26312
2022.08.03 04:56.54.543,2022.08.03 06:56.54.545,15,96775,Great,0.40846,0.77408,-0.24882
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,1,96776,Great,0.46832,0.76354,-0.29907
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,3,96776,Great,0.44101,0.75686,-0.25617
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,4,96776,Great,0.49121,0.74943,-0.32306
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,5,96776,Great,0.48158,0.73147,-0.31966
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,6,96776,Great,0.47840,0.72689,-0.30217
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,7,96776,Great,0.46387,0.73526,-0.27198
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,8,96776,Great,0.45038,0.83187,-0.34655
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,9,96776,Great,0.42769,0.83011,-0.34651
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,10,96776,Great,0.39431,0.82633,-0.34638
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,11,96776,Great,0.38464,0.82535,-0.28146
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,12,96776,Great,0.43406,0.81931,-0.30256
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,13,96776,Great,0.42822,0.80175,-0.27731
2022.08.03 04:56.54.549,2022.08.03 06:56.54.549,14,96776,Great,0.42049,0.78795,-0.26311
2022.08.03 04:56.54.549,2022.08.03 06:56.54.550,15,96776,Great,0.40841,0.77409,-0.24884
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,1,96777,Great,0.46831,0.76355,-0.29907
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,3,96777,Great,0.44102,0.75687,-0.25617
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,4,96777,Great,0.49120,0.74947,-0.32306
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,5,96777,Great,0.48156,0.73148,-0.31965
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,6,96777,Great,0.47842,0.72692,-0.30217
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,7,96777,Great,0.46386,0.73527,-0.27198
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,8,96777,Great,0.45037,0.83188,-0.34654
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,9,96777,Great,0.42764,0.83011,-0.34651
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,10,96777,Great,0.39431,0.82635,-0.34637
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,11,96777,Great,0.38464,0.82535,-0.28147
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,12,96777,Great,0.43408,0.81934,-0.30254
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,13,96777,Great,0.42825,0.80173,-0.27733
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,14,96777,Great,0.42049,0.78794,-0.26311
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,15,96777,Great,0.40849,0.77401,-0.24888
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,1,96778,Great,0.46832,0.76356,-0.29907
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,3,96778,Great,0.44102,0.75688,-0.25618
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,4,96778,Great,0.49119,0.74948,-0.32306
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,5,96778,Great,0.48155,0.73148,-0.31967
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,6,96778,Great,0.47839,0.72691,-0.30217
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,7,96778,Great,0.46385,0.73527,-0.27200
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,8,96778,Great,0.45035,0.83190,-0.34654
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,9,96778,Great,0.42771,0.83013,-0.34648
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,10,96778,Great,0.39429,0.82635,-0.34638
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,11,96778,Great,0.38462,0.82537,-0.28144
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,12,96778,Great,0.43402,0.81930,-0.30258
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,13,96778,Great,0.42822,0.80174,-0.27732
2022.08.03 04:56.54.559,2022.08.03 06:56.54.559,14,96778,Great,0.42050,0.78795,-0.26311
2022.08.03 04:56.54.564,2022.08.03 06:56.54.564,0,96779,Great,0.47020,0.78581,-0.30275
2022.08.03 04:56.54.564,2022.08.03 06:56.54.564,1,96779,Great,0.46831,0.76357,-0.29907
2022.08.03 04:56.54.564,2022.08.03 06:56.54.564,3,96779,Great,0.44102,0.75688,-0.25618
2022.08.03 04:56.54.564,2022.08.03 06:56.54.564,4,96779,Great,0.49119,0.74948,-0.32306
2022.08.03 04:56.54.564,2022.08.03 06:56.54.564,5,96779,Great,0.48154,0.73149,-0.31967
2022.08.03 04:56.54.564,2022.08.03 06:56.54.564,6,96779,Great,0.47840,0.72693,-0.30219
2022.08.03 04:56.54.564,2022.08.03 06:56.54.564,7,96779,Great,0.46384,0.73527,-0.27201
